state,acc_length,area_code,intl_plan,vmail_plan,num_vm_msgs,ttl_day_mins,ttl_day_calls,ttl_day_charge,ttl_eve_mins,ttl_eve_calls,ttl_eve_charge,ttl_ngt_mins,ttl_ngt_calls,ttl_ngt_charge,ttl_intl_mins,ttl_intl_calls,ttl_intl_charge,cust_service_calls,churn,total_calls,total_mins,total_charge,day_call_ratio,intl_ratio
ND,182,415,no,no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,False,327,569.5999999999999,48.480000000000004,0.3394495412844037,0.014044943820224722
NY,104,415,no,no,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,False,246,585.0,56.52,0.3780487804878049,0.022393162393162393
OH,102,415,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0,False,356,513.0,43.410000000000004,0.351123595505618,0.023391812865497075
AL,122,415,no,no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,False,309,663.6,69.83,0.3106796116504854,0.017932489451476793
SC,41,415,no,no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,False,338,499.0,48.43,0.34615384615384615,0.017234468937875752
GA,132,415,no,no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,False,336,606.1999999999999,61.18,0.39285714285714285,0.015011547344110856
WY,76,415,no,no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,True,323,675.6999999999999,75.11999999999999,0.4582043343653251,0.016871392629865326
WV,13,415,no,no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,False,265,522.9,50.309999999999995,0.2792452830188679,0.02161025052591318
HI,115,415,no,yes,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,False,370,596.0,55.91,0.1945945945945946,0.023825503355704696
WV,67,408,no,no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,False,243,454.2,50.010000000000005,0.37448559670781895,0.018494055482166448
LA,154,510,no,no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,False,290,518.4000000000001,52.0,0.3413793103448276,0.013888888888888886
AR,100,510,no,no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,False,300,468.09999999999997,48.46,0.29,0.01666310617389447
AK,146,510,yes,no,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,False,289,621.3000000000001,57.61000000000001,0.22491349480968859,0.018026718171575726
DC,148,415,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,False,317,812.3,82.30999999999999,0.4069400630914827,0.01514218884648529
AL,67,415,no,yes,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,False,283,555.8,50.78,0.3321554770318021,0.017992083483267363
UT,161,510,yes,no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,True,341,711.4,69.16,0.31085043988269795,0.018133258363789713
KS,70,415,no,no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,False,349,662.2,66.29,0.32664756446991405,0.0
MN,116,510,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,False,312,675.9,68.61999999999999,0.26282051282051283,0.024411895250776743
VA,99,415,no,yes,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,True,333,673.0999999999999,68.68,0.37537537537537535,0.01381666914277225
UT,87,415,no,no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,False,285,490.90000000000003,48.44,0.37894736842105264,0.010796496231411691
IN,87,510,no,no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,False,274,589.5,63.660000000000004,0.3102189781021898,0.016115351993214587
CT,70,408,no,no,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,False,337,594.3000000000001,62.5,0.3293768545994065,0.017836109708901225
DE,131,408,no,no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,False,298,502.3,45.96,0.2684563758389262,0.026080031853474017
VT,119,510,no,no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,False,299,577.2,60.65,0.24749163879598662,0.017325017325017324
MO,119,408,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,False,307,533.8,52.87,0.250814332247557,0.022480329711502437
RI,87,510,yes,no,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,False,258,482.99999999999994,47.519999999999996,0.31007751937984496,0.02215320910973085
CA,112,415,no,no,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,True,317,386.80000000000007,39.13,0.2902208201892745,0.03645294725956566
RI,75,415,no,no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,False,286,606.2,53.49,0.3111888111888112,0.017650940283734737
CT,150,510,no,no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,False,304,658.1000000000001,64.18,0.2532894736842105,0.013979638352833912
IN,161,510,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,False,332,664.4000000000001,71.63999999999999,0.3373493975903614,0.02423239012642986
FL,91,510,yes,yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,False,376,527.4999999999999,44.99,0.2978723404255319,0.018767772511848347
KS,124,415,no,no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,False,293,559.3,55.73,0.35494880546075086,0.0182370820668693
NY,94,510,yes,no,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,False,300,492.3,60.05,0.36333333333333334,0.014625228519195612
TX,217,408,no,no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,False,353,651.1,59.79999999999999,0.32577903682719545,0.014283520196590386
RI,158,510,no,no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,False,317,702.8000000000001,70.37,0.4069400630914827,0.00910643141718839
NV,102,415,no,no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,False,281,635.6,58.910000000000004,0.3096085409252669,0.011170547514159848
UT,85,510,no,no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,False,329,611.7,64.93,0.3252279635258359,0.012587869870851724
OK,79,510,no,no,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,False,290,564.3,52.28,0.2482758620689655,0.014885699096225414
MN,139,510,no,yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,False,276,470.1,43.23,0.4057971014492754,0.02744097000638162
NC,103,415,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,False,301,667.5,72.44,0.3920265780730897,0.015430711610486892
OR,98,415,yes,no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,False,254,446.2,33.64,0.2637795275590551,0.017256835499775885
NH,78,408,no,no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,False,305,605.4000000000001,57.49999999999999,0.380327868852459,0.016683184671291706
AK,50,408,no,no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,False,327,453.49999999999994,47.66,0.327217125382263,0.01918412348401323
OR,161,415,no,no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,False,275,470.70000000000005,51.22,0.39636363636363636,0.018058211174845972
KS,67,408,no,no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,False,345,508.5,53.540000000000006,0.2927536231884058,0.01376597836774828
WV,86,415,no,yes,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,False,384,408.4,42.099999999999994,0.4114583333333333,0.03256611165523996
GA,92,510,no,no,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,False,304,491.9,58.029999999999994,0.41118421052631576,0.01748322829843464
NM,174,415,no,no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,False,315,542.0999999999999,63.809999999999995,0.22857142857142856,0.016233167312304005
OH,124,510,no,no,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,False,303,470.90000000000003,52.35000000000001,0.3201320132013201,0.032490974729241874
ND,132,415,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,False,291,603.2,61.11,0.3470790378006873,0.017075596816976128
RI,190,415,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,False,265,447.6,42.790000000000006,0.2679245283018868,0.022117962466487937
HI,101,510,no,no,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,False,349,495.59999999999997,42.44,0.3638968481375358,0.02158999192897498
WY,185,415,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,False,328,544.1,51.4,0.3475609756097561,0.023708877044660907
NY,68,415,no,yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,False,263,621.0,68.26,0.311787072243346,0.015942028985507246
KS,117,510,no,yes,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,False,325,719.8,71.02,0.4307692307692308,0.01639344262295082
LA,118,408,no,no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,False,289,610.8000000000001,60.76,0.3356401384083045,0.019973804846103466
PA,124,415,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,False,382,520.5,55.99,0.31151832460732987,0.01978866474543708
NV,22,510,no,no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,False,315,583.9,57.870000000000005,0.34285714285714286,0.02140777530399041
MN,75,415,no,no,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,False,339,537.1999999999999,53.11,0.2713864306784661,0.02215189873417722
PA,134,408,no,no,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,False,393,629.9,64.75,0.3104325699745547,0.007937767899666614
MO,164,408,no,yes,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,False,253,435.00000000000006,56.24,0.34782608695652173,0.0328735632183908
NY,44,510,no,no,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,False,272,536.4,50.529999999999994,0.28308823529411764,0.014168530947054437
ME,177,415,no,no,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,False,287,632.7,67.39999999999999,0.3693379790940767,0.019756598703967124
NH,110,408,no,no,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,False,277,573.9,57.98,0.2924187725631769,0.015507928210489633
WY,53,415,no,yes,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,False,286,467.0,33.97,0.4160839160839161,0.013918629550321198
NY,108,415,no,no,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,True,288,528.3,51.010000000000005,0.4270833333333333,0.029150104107514674
ME,80,408,no,no,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,True,339,713.8,82.8,0.3333333333333333,0.00938638274026338
MN,158,408,no,no,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,False,290,649.4000000000001,66.14999999999999,0.38620689655172413,0.012627040344933782
OH,114,415,no,no,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,False,284,587.0,57.36,0.30985915492957744,0.0
NC,64,408,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,False,342,744.4,80.65,0.43859649122807015,0.010075228371843095
SD,88,415,no,no,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,False,266,614.8999999999999,65.93,0.4323308270676692,0.019190112213368034
UT,82,510,yes,no,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,False,280,610.0,64.89,0.3607142857142857,0.020327868852459016
KY,111,415,no,no,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,False,315,643.5999999999999,71.88,0.30793650793650795,0.019111249223119953
MT,60,408,no,no,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,False,322,596.0999999999999,70.05,0.30124223602484473,0.020801878879382656
NJ,113,408,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,False,308,632.6999999999999,56.44,0.23376623376623376,0.010905642484589854
FL,109,408,no,no,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,False,367,700.2,68.75999999999999,0.3133514986376022,0.011710939731505282
IN,105,510,no,yes,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,False,255,579.5,50.629999999999995,0.30980392156862746,0.022260569456427955
DE,85,510,no,no,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,False,323,573.7,62.629999999999995,0.30959752321981426,0.0231828481784905
AL,131,510,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,False,253,526.6999999999999,53.160000000000004,0.33992094861660077,0.019745585722422635
ME,59,510,no,no,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,False,293,538.8000000000001,56.85,0.3242320819112628,0.01855976243504083
SD,148,408,no,no,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,False,300,530.2,55.96,0.29,0.01791776688042248
VA,210,408,no,no,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,False,267,515.7,43.73,0.45318352059925093,0.012604227263913127
AK,115,415,no,no,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,False,296,641.3000000000001,67.49,0.3547297297297297,0.011227194760642444
ID,106,510,no,no,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,False,267,639.8,72.39,0.449438202247191,0.009377930603313536
RI,93,415,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,False,325,610.4000000000001,52.95,0.24,0.023263433813892526
KY,57,415,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,False,326,767.7,81.38,0.37116564417177916,0.01693369805913768
ND,98,510,no,no,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,False,348,569.6999999999999,58.010000000000005,0.3649425287356322,0.008952080042127436
HI,157,415,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,False,297,595.8000000000001,68.45000000000002,0.31986531986531985,0.0036925142665323934
WI,116,415,no,yes,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,False,297,696.0,69.15,0.3501683501683502,0.01192528735632184
WV,30,510,no,no,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,False,311,595.5,58.89,0.3086816720257235,0.015281276238455078
NJ,111,510,no,no,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,True,270,503.9,51.269999999999996,0.4740740740740741,0.020837467751538004
KS,52,415,no,no,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,False,297,596.8000000000001,58.51,0.26262626262626265,0.020442359249329755
AL,72,415,no,no,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,False,302,600.5,64.18,0.3079470198675497,0.017318900915903414
NJ,135,510,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,True,352,615.6,65.64,0.2840909090909091,0.020955165692007796
NC,86,510,no,no,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,False,339,638.7,62.019999999999996,0.3392330383480826,0.015813370909660247
DE,98,415,no,yes,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,False,269,546.2,57.51,0.36059479553903345,0.023434639326254118
WY,151,510,no,no,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,False,313,535.0999999999999,58.1,0.33226837060702874,0.010839095496168943
ID,118,415,no,no,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,False,328,543.3,51.260000000000005,0.34146341463414637,0.014540769372354134
NY,117,415,no,no,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,False,303,663.9999999999999,59.97,0.3795379537953795,0.011144578313253014
MO,55,510,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,False,292,572.7,57.98,0.3424657534246575,0.029858564693556838
ID,82,408,no,no,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,False,292,574.3,47.69,0.3184931506849315,0.02315862789482849
IA,152,415,no,no,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,False,305,553.4000000000001,64.79,0.32131147540983607,0.019154318756776288
TN,108,408,no,yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,False,296,693.6999999999999,64.99,0.28716216216216217,0.015712844168949115
OH,98,408,no,no,0,165.0,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,True,343,552.4000000000001,56.4,0.3760932944606414,0.022628530050687903
IL,130,415,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,False,298,686.6,63.25999999999999,0.3187919463087248,0.017040489367899793
FL,136,408,yes,no,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,False,348,576.5999999999999,62.089999999999996,0.3505747126436782,0.020464793617759283
MA,47,415,no,no,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,False,278,602.8,56.839999999999996,0.4172661870503597,0.02040477770404778
OK,189,415,no,no,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,False,354,635.4,66.64,0.2994350282485876,0.017784073024866228
KY,107,415,no,no,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,False,347,481.8,50.550000000000004,0.2276657060518732,0.02511415525114155
MI,91,415,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,True,371,574.3000000000001,54.519999999999996,0.444743935309973,0.02037262754657844
NE,159,415,no,no,0,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,True,363,687.6,66.77,0.2892561983471074,0.015125072716695753
VA,11,408,no,yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,False,299,655.4,57.400000000000006,0.3277591973244147,0.015257857796765334
NY,167,415,no,no,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,False,320,648.6999999999999,61.940000000000005,0.265625,0.01526129181439803
MT,111,408,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,False,284,507.40000000000003,48.42,0.2640845070422535,0.025226645644461962
VT,99,408,no,yes,19,87.7,103,14.91,223.0,86,18.96,182.3,112,8.2,7.3,4,1.97,2,False,305,500.3,44.040000000000006,0.3377049180327869,0.01459124525284829
KS,159,415,no,yes,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,False,253,621.1,62.54,0.308300395256917,0.02720978908388343
VA,114,415,yes,yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,False,297,527.3,57.28000000000001,0.3501683501683502,0.02332637967001707
AL,71,415,no,no,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,False,282,415.6,39.18,0.36524822695035464,0.02165543792107796
PA,122,415,no,no,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,False,211,480.2,36.089999999999996,0.2938388625592417,0.02644731361932528
AL,100,408,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,False,320,590.8,65.99,0.29375,0.022004062288422478
WV,83,415,no,yes,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,False,316,480.5,42.519999999999996,0.3449367088607595,0.024557752341311134
NV,64,408,no,no,0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,5,True,301,541.3,52.24,0.2425249169435216,0.022723074080916315
TN,105,408,no,no,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9.0,3,2.43,1,False,316,588.6999999999999,64.54,0.26582278481012656,0.01528792254119246
ID,144,415,no,yes,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,False,305,670.6,72.27000000000001,0.28524590163934427,0.018192663286609005
WY,106,415,yes,yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1,True,341,753.9,79.56000000000002,0.3255131964809384,0.01910067648229208
TX,19,510,no,yes,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,False,330,652.9999999999999,60.47,0.29393939393939394,0.01730474732006126
MA,46,408,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,False,277,549.8000000000001,54.17,0.2924187725631769,0.02473626773372135
IL,127,510,no,no,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,False,348,593.0,64.36999999999999,0.3103448275862069,0.01973018549747049
LA,9,415,no,yes,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,False,343,583.1,62.05,0.31486880466472306,0.017321214199965698
CO,157,415,no,no,0,196.0,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,False,257,614.1,62.45,0.28793774319066145,0.012864354339684091
UT,105,415,no,no,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,True,272,499.5,46.58,0.2610294117647059,0.01061061061061061
MI,105,415,no,yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,False,323,710.9,67.67999999999999,0.3498452012383901,0.014066676044450697
NH,155,408,no,no,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,False,262,507.1,58.120000000000005,0.11450381679389313,0.02129757444291067
ID,31,415,no,no,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,False,328,498.1,51.84,0.3932926829268293,0.010238907849829351
WA,161,415,no,no,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,False,277,599.7,55.61,0.4223826714801444,0.006670001667500416
MN,95,408,no,yes,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,False,267,632.3000000000001,70.21,0.4606741573033708,0.01676419421160841
NY,122,415,no,no,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,False,304,486.7,49.45,0.3618421052631579,0.019930141771111565
MD,37,415,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,False,286,499.40000000000003,43.849999999999994,0.26573426573426573,0.019223067681217457
GA,132,415,no,no,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,True,323,495.30000000000007,54.19,0.3281733746130031,0.023420149404401368
HI,119,408,no,yes,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,False,235,506.5,58.03,0.4,0.022309970384995065
AL,16,408,no,no,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,False,280,485.2,56.919999999999995,0.31785714285714284,0.018136850783182196
CT,99,408,no,no,0,95.4,105,16.22,207.2,101,17.61,136.0,117,6.12,5.6,5,1.51,1,False,328,444.20000000000005,41.459999999999994,0.3201219512195122,0.012606933813597477
CO,76,408,no,yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,False,339,562.5,62.17,0.32448377581120946,0.0144
KS,167,415,no,no,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3.0,4,True,317,522.3,50.9,0.3785488958990536,0.02125215393452039
NJ,129,415,no,no,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,False,353,478.90000000000003,53.94,0.3314447592067989,0.024639799540613908
FL,116,408,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,False,343,543.4,51.58,0.358600583090379,0.014354066985645933
CA,60,415,yes,no,0,183.0,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3.0,1,False,328,604.6,60.85,0.3353658536585366,0.01835924578233543
KS,128,415,no,no,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,False,347,516.6999999999999,47.43999999999999,0.3515850144092219,0.012386297658215601
